Año de siembra,Altitud (msnm),Superficie (m2),Distancia entre filas (cm),Fecha de siembra,Distancia en la fila (cm),Fertilizaci�n,Riego,Clima,Costo de producción (USD),Otros costos (USD),Producci�n (kg)
2022,1.631683959,1485.195966,70,01/08/2022,50,20,1,húmedo,271.0224734,82.95663659,2006.922821
2022,86.6890339,1908.293629,90,17/07/2022,40,30,1,húmedo,247.5285334,80.44341695,1813.22479
2022,233.5545932,3919.640848,80,26/06/2022,50,15,2,húmedo,294.1698285,169.1814305,1940.989942
2022,86.30268899,2114.908453,90,16/09/2022,30,30,1,seco,244.4917447,98.12621669,2042.68717
2022,295.8573561,2159.855961,80,09/06/2022,40,15,1,húmedo,236.2730052,81.99216216,1863.153384
2022,179.6444572,2587.928965,90,30/08/2022,40,20,3,húmedo,178.5613411,67.57619912,1630.595279
2022,251.2405403,3316.396412,70,03/07/2022,30,15,3,seco,271.9194287,170.0228953,1829.830584
2022,205.2256806,2338.251075,80,22/08/2022,40,20,3,templado,287.5280815,66.36976433,1892.028875
2022,56.57982281,1302.580758,90,25/06/2022,40,30,2,húmedo,162.0746508,208.8988637,1967.386013
2022,67.9377427,3219.723711,80,04/07/2022,50,20,2,húmedo,166.6350157,273.3182315,1663.842031
2022,98.6484721,2159.3944,90,17/09/2022,30,15,1,húmedo,118.4761132,115.7811514,1750.172156
2022,55.83175425,3674.162558,80,29/08/2022,40,15,3,tropical,166.7302593,224.9978747,1980.597439
2022,17.04668989,,70,24/07/2022,40,20,3,seco,259.2274813,299.3242884,1875.528981
2022,82.11062904,1970.523684,70,06/06/2022,40,15,2,húmedo,121.6463185,154.9004285,1888.614972
2022,76.3236083,897.0290999,80,09/06/2022,30,30,2,tropical,244.6725918,221.7338342,1868.322911
2022,181.58757,4740.786708,70,17/08/2022,30,20,1,húmedo,133.8473647,100.9790404,1603.208414
2022,180.9266036,3882.02656,70,25/07/2022,30,30,3,húmedo,253.2235007,114.9819908,1520.791087
2022,23.27688499,4573.63747,90,08/07/2022,40,30,3,seco,145.5745438,127.7786716,1631.950313
2022,268.5713703,1796.872818,80,03/07/2022,50,15,1,húmedo,102.5692658,96.83587899,2033.252433
2022,256.2354992,885.320563,90,30/07/2022,30,20,2,húmedo,185.4758846,252.5539643,1905.587894
2022,208.60379,2459.631385,80,17/07/2022,30,15,1,tropical,215.3717463,115.5387568,2097.420369
2022,153.7031457,2657.294048,80,03/08/2022,50,15,2,tropical,147.453309,179.7790463,1567.494251
2022,,,100,11/06/2022,40,15,2,seco,232.4967264,189.2451022,2021.642613
2022,281.9803972,669.59123,90,04/08/2022,30,30,2,húmedo,151.0218452,243.3422252,
2022,172.6021347,2306.876463,70,30/06/2022,30,30,3,húmedo,114.1771812,223.9682693,1615.827296
2022,28.32216773,3182.163909,70,07/07/2022,20,30,1,húmedo,233.1671387,240.4052181,1772.890651
2022,108.5544963,1714.089472,90,04/06/2022,30,20,2,seco,159.0283339,253.1009128,1640.918578
2022,92.3588131,1530.644214,100,21/09/2022,30,15,1,templado,148.4494758,224.1296998,2047.515195
2022,173.5040249,,70,03/07/2022,50,15,2,húmedo,198.5745239,229.18583,1847.639503
2022,80.06794826,976.8321909,70,16/08/2022,30,20,2,húmedo,103.4393277,190.104028,1881.941024
2022,102.8160799,724.7460753,90,27/07/2022,50,15,1,templado,261.1512464,228.1470679,1965.519256
2022,6.366114928,4040.456874,70,18/06/2022,,15,3,húmedo,297.6879814,51.79356842,1819.539261
2022,255.8626014,1345.090813,100,21/07/2022,40,30,3,seco,209.3967281,100.135461,1713.581393
2022,193.965608,3348.672144,100,09/09/2022,20,30,2,tropical,222.1262583,182.8637394,1685.119655
2022,178.5403782,3104.015822,70,18/09/2022,20,15,3,seco,260.0367552,61.76949745,1995.314424
2022,19.41300118,3415.909922,100,12/08/2022,40,30,3,tropical,202.7672934,234.3145849,2062.551477
2022,136.9359832,1184.570246,80,26/09/2022,40,15,1,templado,105.923941,97.71339265,1793.867067
2022,50.35790067,3436.592028,100,14/09/2022,50,15,3,húmedo,194.5763963,65.4234927,1799.392351
2022,,1006.659417,80,24/07/2022,40,15,2,tropical,102.4766857,91.45744211,1894.325919
2022,151.717785,4225.863255,90,07/09/2022,40,15,2,,274.3903221,270.863057,
2022,98.87481647,,70,23/07/2022,20,30,1,templado,197.1936429,203.8365456,1877.429246
2022,74.90416183,2744.697072,70,07/06/2022,20,15,2,húmedo,140.8460157,182.2200734,2034.150402
2022,290.6536459,4470.692084,70,29/07/2022,30,30,1,húmedo,178.3564883,168.9227734,1699.347055
2022,241.5487491,,80,07/06/2022,50,20,1,templado,212.77794,137.3617463,1639.965199
2022,278.5305841,3916.323429,100,25/08/2022,20,30,1,húmedo,266.570276,65.84457968,1585.621014
2022,15.32144404,926.6633859,90,24/09/2022,20,20,3,húmedo,246.1945357,258.9431801,1920.482915
2022,81.26832054,1119.243353,100,03/09/2022,40,20,2,húmedo,218.0486274,293.8562368,1544.212333
2022,79.16747033,610.8202585,100,30/08/2022,50,15,1,húmedo,279.578635,267.0300048,1855.92766
2022,24.76453313,2720.940278,80,15/06/2022,40,20,2,tropical,126.2756093,185.0296064,1515.190475
2022,56.73754862,4793.39181,80,10/09/2022,40,15,1,tropical,159.6263747,272.7742907,1630.806377
2022,185.3186598,4874.271964,70,11/09/2022,50,15,1,tropical,189.5519441,74.17117219,1634.320546
2022,84.0352915,3991.810791,80,25/06/2022,30,30,3,tropical,225.6098966,148.0005946,1554.053021
2022,0.928427322,2684.580024,90,30/07/2022,40,30,2,húmedo,277.9160185,114.468351,2077.4776
2022,259.3678918,2587.304432,70,14/09/2022,40,15,3,tropical,217.0484298,243.6944274,2084.263627
2022,43.96189471,1098.685043,100,26/09/2022,30,30,1,seco,112.0123986,122.1940878,1817.978253
2022,202.8161273,4534.245285,70,03/08/2022,20,15,3,tropical,206.0930498,127.5368904,1622.820335
2022,292.4629751,3427.698553,80,18/06/2022,20,15,2,seco,293.8176224,249.4084362,1535.607825
2022,3.473935666,,70,30/07/2022,20,30,1,,274.4860135,169.3494294,2084.25652
2022,167.7364523,1040.318047,80,08/06/2022,40,30,2,húmedo,260.6157,83.22378334,1779.609719
2022,236.0767417,1648.689705,100,17/07/2022,40,20,3,húmedo,279.5070655,283.5677213,1606.823399
2022,207.7146678,3123.92023,90,03/09/2022,30,20,2,tropical,293.4034997,231.157085,1892.756633
2022,272.9676954,2961.329933,70,26/07/2022,30,15,3,tropical,214.6495361,242.5852251,1910.525952
2022,56.53007447,1671.619805,70,16/06/2022,50,15,1,tropical,194.8228345,243.3224455,1941.421532
2022,130.2419179,1993.767441,100,08/07/2022,30,15,3,tropical,225.9782021,229.0804846,1597.213444
2022,,1313.144784,70,06/07/2022,50,20,3,templado,274.2332031,85.46833073,1511.032227
2022,28.2117441,2358.047947,70,18/09/2022,20,30,1,seco,109.9579591,246.237865,2077.125644
2022,274.3639978,793.2058806,80,27/06/2022,30,20,3,tropical,157.8208238,274.8777663,1913.248605
2022,223.1322737,4645.139606,90,13/07/2022,,30,1,húmedo,220.3734244,244.4042996,1516.610252
2022,185.2941649,4623.150149,100,19/06/2022,20,20,1,húmedo,108.5046904,166.3129673,1816.291259
2022,153.0876967,4613.087985,100,20/08/2022,50,20,3,seco,145.7629561,128.5659044,2065.945511
2022,277.7507507,,90,11/08/2022,40,20,3,tropical,275.8752623,123.2224633,1691.197105
2022,74.64440535,1145.814215,90,08/09/2022,50,15,1,templado,106.6582452,179.7888182,2052.315599
2022,107.6966964,3846.064466,90,09/09/2022,40,20,3,húmedo,299.4784592,118.2590397,1937.415002
2022,275.4740804,1420.615872,80,22/06/2022,20,20,1,templado,239.5908808,59.0989026,1796.613591
2022,126.1342168,705.6009637,80,19/06/2022,20,15,1,seco,134.7383891,63.42576224,1654.563443
2022,97.92272005,4139.766954,90,14/09/2022,30,20,1,tropical,133.6367355,147.6859052,1548.742012
2022,10.71653659,2338.344008,100,17/06/2022,30,15,1,seco,130.9105299,201.1766476,1582.64816
2022,215.4651214,4046.853547,80,22/08/2022,20,30,3,seco,118.3175752,207.6600089,2055.802357
2022,164.3078628,,70,11/06/2022,50,15,1,templado,244.5715907,93.64436956,1975.053597
2022,50.62710899,2666.117785,90,17/06/2022,20,30,3,húmedo,271.6120985,257.5173197,2079.115587
2022,194.2488597,2065.406448,90,05/07/2022,30,20,3,húmedo,150.4542876,229.9584788,1860.582518
2022,196.5529085,619.4854689,90,05/07/2022,50,15,1,seco,260.0883739,272.8264226,1634.278908
2022,,2161.012657,90,24/07/2022,50,15,2,húmedo,111.7177038,99.97794076,1571.632028
2022,22.15542,3579.684487,80,15/08/2022,30,20,1,tropical,136.9117218,211.1995867,1884.331465
2022,226.9761939,3698.849176,70,22/07/2022,,30,1,tropical,247.359661,285.9141373,1846.026523
2022,44.22127017,4280.272176,100,17/06/2022,20,30,2,tropical,290.3030588,119.0118032,1933.625302
2022,132.5988238,,80,12/08/2022,40,30,1,tropical,191.9468178,234.4588028,1935.861969
2022,93.35389667,3145.450209,80,13/08/2022,30,15,3,seco,116.4053642,143.5563401,2025.911325
2022,268.2413346,503.3109001,100,19/06/2022,40,15,2,tropical,276.1755558,281.300665,1915.542157
2022,119.7446542,4257.704229,100,20/07/2022,30,20,2,templado,257.6845672,272.5034151,
2022,158.8511729,2000.397233,70,24/09/2022,30,30,3,húmedo,284.7691467,150.2684435,1715.919715
2022,139.9667192,2177.618477,70,17/08/2022,30,15,1,tropical,211.6171136,148.0139535,1640.193639
2022,1.435732334,3311.907787,100,18/07/2022,30,15,3,húmedo,264.781061,108.7245775,1857.352133
2022,39.10172965,2440.013686,70,31/07/2022,50,15,2,seco,286.0068771,60.38301876,1795.331877
2022,155.5848716,4481.340063,100,04/07/2022,20,30,3,,266.5434954,297.61417,2012.262466
2022,14.05983654,2914.105507,90,26/08/2022,40,30,3,húmedo,126.5417,243.4901013,1645.410066
2022,256.2409883,4539.186036,100,02/06/2022,50,30,3,húmedo,211.7698458,184.6138422,2036.683797
2022,119.0200061,2105.216205,100,13/06/2022,50,15,3,tropical,171.4293161,144.3804165,1786.25858
2022,89.54838558,,90,20/08/2022,50,20,3,tropical,150.8724301,140.0965916,1577.482239
2022,182.417413,4346.327603,100,03/07/2022,30,30,2,tropical,269.8968334,287.0095567,1923.66136
2022,249.8960472,,90,27/08/2022,50,30,3,tropical,241.6196165,220.6924557,1846.405193
2022,87.28104854,4753.168501,100,07/09/2022,50,20,1,templado,245.1804701,140.2003553,2082.726357
2022,294.3442938,3585.43281,70,24/06/2022,40,30,3,,297.1127045,276.5284916,1536.602753
2022,106.3035477,2326.067299,70,01/07/2022,30,30,1,,285.473563,139.0656998,2049.949931
2022,187.2866405,,100,17/06/2022,30,20,2,seco,135.6100206,299.5145053,1930.978328
2022,115.7378812,762.8624759,80,20/07/2022,40,15,3,húmedo,216.9571703,94.19543681,1902.089127
2022,64.9200071,2522.18112,90,16/08/2022,30,30,3,tropical,182.8865099,50.8846447,1713.115145
2022,280.230374,568.3652862,90,16/08/2022,50,30,2,húmedo,245.1961584,172.9679031,1697.54182
2022,12.17029391,1891.254824,80,15/07/2022,20,30,3,tropical,219.4425198,59.91662855,1542.510856
2022,239.1163535,2961.177504,80,03/09/2022,20,30,3,templado,150.622079,142.4540898,1878.618405
2022,211.8122504,3980.268877,100,13/08/2022,50,20,3,húmedo,240.779584,269.9968877,1961.45898
2022,185.6484468,4520.22208,100,24/07/2022,50,15,2,húmedo,196.0281508,92.21154458,1913.532204
2022,222.3821916,2774.093716,70,22/06/2022,50,15,3,húmedo,175.4761418,198.4637368,1925.314623
2022,67.20230367,721.2243107,100,27/06/2022,50,15,2,templado,297.0202773,143.7267724,1615.146912
2022,95.10110165,4840.768661,70,18/07/2022,20,30,3,templado,298.1954881,281.0071817,1735.695769
2022,130.8866605,3540.962485,70,28/09/2022,30,15,3,húmedo,187.7362548,107.6007592,1638.941319
2022,42.69763679,2376.100701,90,19/07/2022,20,30,2,tropical,216.4523178,84.84361849,1589.91122
2022,233.9564656,3774.023216,100,11/06/2022,50,20,2,húmedo,263.6850455,149.9167703,1694.690656
2022,252.8050701,1758.279228,80,04/08/2022,40,30,1,húmedo,166.2529967,200.8032287,1870.188602
2022,196.8616661,1160.408852,70,19/08/2022,50,20,2,templado,186.9209491,137.8637354,1883.14219
2022,195.3846253,2416.945877,90,02/06/2022,20,30,3,seco,237.7394025,165.6858015,1562.534837
2022,65.86699779,1316.086685,80,30/07/2022,40,15,1,templado,299.9748369,276.6657493,1935.568657
2022,68.56377569,765.9439849,80,27/06/2022,40,30,2,húmedo,233.361197,214.8314885,1703.80588
2022,131.8667103,4020.692951,100,17/09/2022,30,20,2,seco,207.6671825,232.9526793,1732.704043
2022,16.99316089,1193.155675,90,17/08/2022,30,20,3,húmedo,185.2519382,110.4610582,1773.555172
2022,11.77049081,4784.427257,80,22/07/2022,50,20,3,tropical,205.1580912,149.2632158,2066.144103
2022,241.6576398,550.7654436,100,31/07/2022,20,15,3,seco,278.7190888,225.9487404,1652.964461
2022,80.86695307,2577.050102,90,13/08/2022,20,20,3,templado,258.2832735,51.09286396,1963.25559
2022,31.06367013,961.8100291,70,24/09/2022,20,15,2,húmedo,295.7189367,207.2000477,2006.986597
2022,171.7381931,1603.31849,80,29/07/2022,20,30,3,seco,254.9099094,73.43792268,1635.294181
2022,91.89047118,3626.842714,70,26/09/2022,30,30,2,tropical,235.0943996,204.3077807,2040.277372
2022,228.2955192,4908.184986,90,28/09/2022,30,20,3,templado,199.2691477,139.561898,1808.044413
2022,283.6591887,3313.118009,90,22/06/2022,50,15,2,húmedo,179.3191845,189.70202,1608.737695
2022,267.4980206,2991.042249,80,23/08/2022,30,20,2,tropical,205.1203994,265.0999661,2064.124353
2022,228.9498558,2690.834933,90,02/09/2022,30,30,3,húmedo,186.4374516,296.5315768,1658.576818
2022,237.9948689,660.3025738,100,28/07/2022,30,30,3,,201.9606089,126.1765465,1745.834494
2022,172.9729552,2001.448847,70,23/07/2022,50,20,3,tropical,207.3786108,181.6887765,1950.869639
2022,26.19481926,2169.158472,70,07/06/2022,20,15,3,húmedo,103.7962782,82.34965481,1655.302237
2022,135.0439318,4077.24213,90,29/08/2022,40,30,2,,197.3972859,193.7721029,1620.497083
2022,299.8019526,4601.276241,90,22/09/2022,30,20,3,húmedo,268.8457353,290.7158504,1892.909703
2022,137.8559245,,70,16/07/2022,20,15,3,húmedo,271.096846,255.0312983,1984.821867
2022,269.6268936,2973.686368,70,20/06/2022,20,15,1,húmedo,100.1403798,249.5082952,1902.307175
2022,153.1331449,2368.499578,90,19/06/2022,30,20,1,húmedo,182.9114128,92.68878249,1892.208211
2022,90.09527903,2892.28105,90,11/08/2022,30,20,1,húmedo,151.9838003,238.6853368,1883.337612
2022,99.4115935,3091.47642,70,17/07/2022,30,30,3,tropical,178.0918051,64.3063516,1722.158626
2022,167.7248967,3031.799933,80,15/08/2022,40,15,1,húmedo,286.2630495,248.8011683,1765.174277
2022,122.498214,4617.185089,70,16/09/2022,30,30,3,húmedo,255.6147288,175.9039129,1921.728786
2022,117.5611391,3804.946042,70,03/07/2022,30,30,3,húmedo,221.068005,68.89316568,1928.698148
2022,148.0182591,2544.429819,100,28/07/2022,40,15,1,tropical,192.6948739,173.6389018,1597.986648
2022,174.9539431,1660.739218,80,15/06/2022,40,20,3,húmedo,291.7325958,165.6693593,1775.50895
2022,289.0775918,4661.606785,90,18/09/2022,20,30,2,tropical,251.5884875,252.5117522,1526.812999
2022,238.5359194,4088.489071,80,11/06/2022,50,20,3,húmedo,207.7408439,110.4029613,1572.385292
2022,117.0874642,1139.208566,90,19/07/2022,30,30,3,húmedo,129.4148447,217.2495723,1536.70454
2022,104.427787,547.8115648,80,18/09/2022,50,20,2,húmedo,291.7551047,137.9263083,2092.52224
2022,122.3222836,3208.394771,100,04/08/2022,20,30,2,húmedo,201.1124104,168.4041266,1719.957724
2022,196.05178,3781.643149,90,18/07/2022,40,30,3,seco,244.5591758,87.2067303,2026.633129
2022,181.627035,3927.362458,100,04/08/2022,30,20,3,seco,213.390869,253.7291045,1648.98165
2022,44.50950819,3098.350897,90,30/07/2022,30,20,3,tropical,242.3115387,299.1101446,1522.861966
2022,34.60469923,4129.173466,100,13/09/2022,20,20,3,húmedo,291.1558324,292.4931376,1726.454435
2022,220.5825223,595.0027732,100,29/08/2022,40,15,2,húmedo,112.855578,58.9556908,1620.159905
2022,130.3434258,2097.245657,70,17/06/2022,30,15,2,húmedo,290.1354988,246.3626885,1685.471152
2022,159.4866301,2195.788756,100,04/06/2022,40,20,1,húmedo,249.1672126,225.0800587,1825.568599
2022,26.69210724,1110.826218,80,24/06/2022,50,30,3,templado,223.6017265,94.04397917,1681.367082
2022,90.69991357,3354.653111,100,27/06/2022,30,20,2,húmedo,219.0266241,158.966937,
2022,296.5860793,3628.872441,80,20/07/2022,30,20,3,tropical,142.4108082,203.3744163,1994.690601
2022,236.1050608,2013.931059,90,11/07/2022,30,15,2,seco,287.1562115,199.6368301,1691.247107
2022,271.0716537,2370.20956,100,01/06/2022,20,20,3,seco,174.7812191,73.24560128,2050.605755
2022,11.45033004,3058.445244,90,12/09/2022,20,20,2,seco,265.1123025,149.1487072,1512.003581
2022,25.64133336,2872.241419,80,08/09/2022,20,15,2,húmedo,202.7130497,196.7860357,1593.14903
2022,199.5956153,1382.360405,70,27/09/2022,40,15,2,húmedo,253.2755085,222.8065439,1701.044831
2022,45.35129997,4191.111603,100,10/06/2022,,20,2,tropical,219.2544042,135.6326399,1717.608624
2022,236.011081,4596.177378,70,28/07/2022,50,20,1,tropical,153.5495169,279.3297278,2098.094989
2022,78.55840335,,100,04/07/2022,,20,2,seco,181.4407688,61.04508083,1615.508749
2022,14.07126436,626.5946962,70,23/06/2022,40,30,3,,113.4857139,199.6042553,1924.209491
2022,297.4602113,3230.96287,100,05/08/2022,20,30,1,húmedo,251.4087819,198.2712108,1923.143405
2022,66.91185223,888.0076152,70,09/07/2022,20,20,3,húmedo,143.6803498,82.17409105,1720.234733
2022,237.8968423,3839.143691,80,01/08/2022,50,15,2,seco,287.3902006,50.37285242,1994.660944
2022,250.519997,3641.999896,100,28/06/2022,40,30,1,templado,164.7406295,92.48635567,1894.432192
2022,22.83378128,1379.646207,100,12/07/2022,40,15,3,húmedo,108.9024164,217.8746286,1669.945857
2022,3.061787722,4053.907832,100,09/06/2022,40,15,3,tropical,130.8876106,134.1298007,2026.625372
2022,231.4321643,2046.006787,70,26/09/2022,50,20,1,seco,185.9536129,98.50355467,1698.913969
2022,76.21831796,4491.097598,90,24/06/2022,30,20,2,tropical,105.1380774,106.053165,2091.822047
2022,88.90204934,1081.655795,70,28/09/2022,50,15,2,templado,215.6872485,116.2527234,1735.21783
2022,261.8765622,557.1644788,80,10/08/2022,20,30,3,húmedo,116.5850566,119.0578195,1549.31002
2022,197.0531559,3089.385329,80,13/07/2022,50,20,3,,184.5370753,113.2009321,1500.767937
2022,154.9568963,3577.942054,70,15/08/2022,30,20,1,templado,242.7221923,293.4922921,1782.553072
2022,90.96096082,766.7491073,80,14/07/2022,50,30,1,húmedo,261.8043776,277.9163335,1942.206975
2022,31.31764833,1337.266487,90,22/06/2022,40,20,1,seco,186.2477825,214.9452929,1971.813346
2022,77.52322797,4368.489555,100,14/07/2022,20,30,1,húmedo,259.8926542,238.0980889,1657.849913
2022,80.43428351,1387.81442,100,01/06/2022,30,30,3,húmedo,207.4108433,252.661712,1504.464795
2022,155.5218253,2600.977692,80,31/08/2022,30,15,3,tropical,149.2573184,227.3947375,2050.090654
2022,147.4560719,4916.708568,70,25/07/2022,50,20,2,seco,157.9165405,298.5610173,1980.264251
2022,180.4921441,4542.304135,80,03/07/2022,20,15,1,tropical,255.5511248,51.23750569,1893.390742
2022,209.5327314,,100,02/07/2022,40,30,1,húmedo,124.7459233,52.13721021,1844.597196
2022,161.5690618,4557.101628,80,05/07/2022,40,15,3,tropical,123.9177096,222.5205989,1720.72374
2022,197.5816081,3782.211143,100,06/08/2022,30,15,1,seco,274.185826,61.95830266,1635.04242
2022,96.07075099,2739.418216,80,04/09/2022,30,30,2,tropical,160.0957651,101.1766868,1935.573958
2022,,2567.532648,80,11/06/2022,30,30,3,húmedo,214.8543019,294.194794,1615.362137
2022,137.6586872,2852.80046,100,18/09/2022,30,15,1,seco,168.0300902,105.9967413,1875.659366
2022,269.8985697,2691.78045,80,09/06/2022,40,20,3,húmedo,169.1775087,284.0433781,2004.850221
2022,241.6760188,3102.706287,90,24/09/2022,30,15,2,tropical,206.4744143,111.8165473,1703.615282
2022,111.1444836,2341.884654,100,01/06/2022,30,30,1,templado,117.3540722,271.5045823,1586.529765
2022,47.17561179,3291.551166,70,29/09/2022,20,20,2,húmedo,267.497521,287.1007759,1568.199464
2022,37.23408106,2626.045249,100,28/06/2022,40,15,1,seco,226.8228811,179.7331905,2063.257601
2022,18.21172348,4582.532567,70,20/07/2022,40,30,1,seco,246.8454387,138.5540966,1552.806895
2022,23.32850666,1584.010004,80,09/08/2022,20,30,2,,282.1328798,94.24236492,1881.752485
2022,203.9537071,3959.620193,90,16/09/2022,,20,1,tropical,180.9975997,162.1649144,1946.263096
2022,108.7095072,1862.714762,90,29/06/2022,40,15,2,seco,170.5255481,238.3647144,1530.275089
2022,216.5653086,,90,23/08/2022,20,30,2,tropical,262.4823683,70.4392172,1966.465078
2022,80.70651704,4182.050932,100,27/09/2022,40,30,2,tropical,121.5803535,143.6704211,1515.415409
2022,268.6728685,4480.793663,100,22/08/2022,30,15,1,tropical,299.1462924,270.3705292,1618.834045
2022,98.84056522,4421.629081,90,30/08/2022,50,15,2,tropical,221.7328819,59.62440717,1564.336915
2022,62.42286676,715.145705,80,10/06/2022,,15,1,húmedo,203.5646337,75.51838625,1679.162918
2022,252.6003445,3181.013741,70,12/07/2022,30,15,3,húmedo,281.8285637,131.8563316,1812.953152
2022,67.21399396,2426.472888,100,15/09/2022,20,30,3,seco,232.598303,104.143785,1883.225906
2022,174.6214243,3034.023232,100,28/07/2022,30,15,3,tropical,299.4465872,209.2789412,2066.853337
2022,117.0967622,,80,31/08/2022,30,20,1,seco,132.0898789,141.491304,1780.327042
2022,102.2854858,2078.307213,90,23/09/2022,40,30,2,húmedo,139.0526397,68.19439203,1741.986855
2022,202.6973293,4086.918679,80,01/07/2022,40,15,2,seco,240.2546625,282.0418877,2084.519912
2022,6.968604202,3481.665866,90,20/06/2022,40,15,3,húmedo,240.3784216,97.72518303,1869.437286
2022,175.6715576,2092.166482,90,07/06/2022,,20,1,húmedo,276.283273,113.622605,1517.799677
2022,223.2894988,1491.98212,100,27/06/2022,50,30,1,húmedo,152.864316,203.3050869,1534.684862
2022,110.014138,4757.324513,70,07/08/2022,30,30,2,templado,113.0080003,227.5510626,1811.31781
2022,274.918405,749.9865489,90,09/06/2022,20,15,1,templado,249.4438755,87.35375807,1750.756699
2022,178.3517253,4211.811256,90,03/09/2022,40,15,2,húmedo,158.0340733,103.2049221,1864.86452
2022,124.7549748,1618.360664,80,01/06/2022,40,15,2,seco,203.5978044,80.37509581,1513.118451
2022,16.82732643,2653.961199,70,25/06/2022,40,20,2,húmedo,275.9143118,241.9462556,1871.357323
2022,,532.5092148,100,17/08/2022,,15,2,tropical,268.5660321,275.460948,1503.452038
2022,265.3905092,3746.40724,100,28/08/2022,40,30,3,tropical,209.1059272,97.04057994,1732.111013
2022,16.79513225,1804.323022,70,18/06/2022,40,30,3,tropical,177.4580053,289.67103,1689.118613
2022,68.00373654,1680.384008,80,25/09/2022,40,15,2,seco,236.1498316,135.128138,1956.654606
2022,151.3804938,3912.78532,90,23/06/2022,20,20,1,tropical,188.5797801,213.7445024,2078.609476
2022,198.9498492,2198.034423,90,13/09/2022,20,15,1,húmedo,117.4352587,203.1483892,1955.114134
2022,169.8775517,4986.861668,80,22/09/2022,30,15,3,húmedo,189.6163256,83.6462397,1816.547992
2022,40.45289063,1483.384009,80,23/06/2022,40,30,2,seco,165.5571071,231.355925,2020.909609
2022,1.007632784,3400.598239,70,21/07/2022,40,30,1,húmedo,134.4883316,131.6722624,1620.361083
2022,140.73115,2452.683653,90,03/09/2022,30,20,2,tropical,280.0631244,89.75884876,1879.008939
2022,6.672353305,3439.084735,100,02/06/2022,40,15,1,húmedo,236.3795739,288.0113972,1750.821895
2022,258.2817104,2970.512366,90,06/08/2022,20,15,1,húmedo,258.607896,179.252501,1682.95354
2022,11.36446688,4224.505433,80,13/07/2022,50,20,2,templado,220.6208772,237.9377404,1876.936619
2022,46.33814371,2446.424247,90,10/07/2022,40,15,3,tropical,248.5293476,298.0523072,1894.805098
2022,284.9552374,1167.361039,90,11/09/2022,20,30,3,tropical,102.1044531,185.5721322,2020.503474
2022,238.1099251,,100,16/08/2022,40,30,3,húmedo,243.6220489,50.41118351,1784.276506
2022,36.46445198,1902.800102,80,21/06/2022,30,15,2,húmedo,135.8460859,211.6596672,1801.041054
2022,214.824735,,100,08/09/2022,20,15,3,seco,191.8645551,181.1734075,1965.932404
2022,77.49115581,4989.68319,100,10/06/2022,40,20,3,húmedo,179.8232025,210.7370874,1959.802254
2022,150.5642061,4733.4388,80,04/06/2022,20,20,2,,235.2806562,285.4098029,1959.733806
2022,111.8319106,1139.170856,100,13/09/2022,40,30,3,seco,223.1082076,222.3029672,1791.746463
2022,213.7278011,722.0912032,100,22/06/2022,40,30,1,tropical,240.634106,180.9859871,1622.558904
2022,198.7691853,2188.064595,70,24/06/2022,20,15,2,seco,110.9850783,164.4276368,1930.606521
2022,213.6354001,3824.543464,70,01/09/2022,30,15,3,tropical,200.9315079,175.4077392,1742.954634
2022,290.6718205,921.4411925,80,10/08/2022,40,15,1,tropical,118.3279755,130.9751922,1950.466949
2022,136.1342342,3978.236692,70,15/09/2022,,30,2,tropical,132.7825114,89.1181972,1683.023414
2022,208.6639614,4215.640031,100,22/06/2022,40,30,2,húmedo,271.3915189,95.83400176,1695.397736
2022,274.7441585,3725.353648,100,26/08/2022,20,15,1,húmedo,189.9159622,91.4433032,1651.02018
2022,51.97032936,1902.17208,80,28/08/2022,50,20,1,húmedo,147.9191736,104.323502,1541.209512
2022,256.0848621,3647.010702,100,07/06/2022,50,15,3,húmedo,211.7741394,215.2816711,2095.369897
2022,285.0617729,3725.807361,80,25/09/2022,,15,2,tropical,249.5122592,103.6709869,1687.740936
2022,124.1283371,1459.386324,90,19/06/2022,30,30,3,húmedo,173.9363025,70.83813474,2018.390165
2022,,743.8643411,80,03/08/2022,50,30,1,tropical,238.1000149,288.3985455,1856.456153
2022,100.1379273,4282.835732,90,04/08/2022,,20,3,húmedo,272.1470133,238.1901379,1742.278327
2022,231.8801805,2456.299626,100,06/07/2022,50,30,2,templado,124.4475062,241.8193604,1922.679107
2022,155.0012218,3052.34124,80,08/06/2022,50,15,3,húmedo,134.9256886,179.0801045,1827.627335
2022,235.8655153,4943.583262,100,24/08/2022,50,30,2,tropical,230.09571,152.0155153,2010.626678
2022,280.5764006,1989.850865,100,11/09/2022,50,15,3,seco,173.9366699,136.567019,1730.374866
2022,15.96445545,1771.889169,80,06/06/2022,20,30,1,húmedo,173.7955097,81.19065718,2045.105308
2022,170.3781838,3359.180061,100,14/06/2022,50,30,3,húmedo,243.3438535,260.1824602,1808.009683
2022,24.81240558,3582.050689,90,26/07/2022,40,15,3,húmedo,208.3126469,87.13813103,1669.786928
2022,214.1287046,2992.710165,70,01/09/2022,,20,1,tropical,222.0195718,94.36348514,2057.873808
2022,188.9493224,1811.409407,80,11/07/2022,20,30,3,húmedo,192.5165135,192.8975268,2078.682313
2022,57.97708717,3733.766587,70,11/09/2022,40,20,2,tropical,241.6732457,239.5849327,1511.405761
